participant_id	WJ-III_WordID_Raw	WJ-III_WordID_StS	WJ-III_PassComp_Raw	WJ-III_PassComp_StS	WJ-III_ReadFluency_Raw	WJ-III_ReadFluency_StS
5071	42	114	n/a	n/a	n/a	n/a
5074	53	129	n/a	n/a	n/a	n/a
5075	57	131	n/a	n/a	n/a	n/a
5077	58	134	n/a	n/a	n/a	n/a
5078	n/a	n/a	n/a	n/a	n/a	n/a
5079	41	108	n/a	n/a	n/a	n/a
5080	36	105	n/a	n/a	n/a	n/a
5085	46	123	n/a	n/a	n/a	n/a
5086	52	128	n/a	n/a	n/a	n/a
5087	48	125	n/a	n/a	n/a	n/a
5090	32	97	n/a	n/a	n/a	n/a
5091	56	131	n/a	n/a	n/a	n/a
5094	46	121	n/a	n/a	n/a	n/a
5095	n/a	n/a	n/a	n/a	n/a	n/a
5099	44	122	n/a	n/a	n/a	n/a
5100	n/a	n/a	n/a	n/a	n/a	n/a
5102	43	118	n/a	n/a	n/a	n/a
5103	37	112	n/a	n/a	n/a	n/a
5104	52	122	n/a	n/a	n/a	n/a
5105	38	108	n/a	n/a	n/a	n/a
5108	n/a	n/a	n/a	n/a	n/a	n/a
5109	49	125	n/a	n/a	n/a	n/a
5110	45	110	n/a	n/a	n/a	n/a
5111	44	119	n/a	n/a	n/a	n/a
5117	n/a	n/a	n/a	n/a	n/a	n/a
5118	39	114	n/a	n/a	n/a	n/a
5120	29	107	n/a	n/a	n/a	n/a
5121	44	120	n/a	n/a	n/a	n/a
5122	46	123	n/a	n/a	n/a	n/a
5123	42	118	n/a	n/a	n/a	n/a
5125	52	130	n/a	n/a	n/a	n/a
5126	46	124	n/a	n/a	n/a	n/a
5136	58	138	n/a	n/a	n/a	n/a
5137	48	125	n/a	n/a	n/a	n/a
5138	n/a	n/a	n/a	n/a	n/a	n/a
5139	34	107	n/a	n/a	n/a	n/a
5140	58	138	n/a	n/a	n/a	n/a
5141	51	123	n/a	n/a	n/a	n/a
5143	36	108	n/a	n/a	n/a	n/a
5144	40	114	n/a	n/a	n/a	n/a
5147	45	109	n/a	n/a	n/a	n/a
5148	n/a	n/a	n/a	n/a	n/a	n/a
5149	52	130	n/a	n/a	n/a	n/a
5150	55	134	n/a	n/a	n/a	n/a
5151	41	118	n/a	n/a	n/a	n/a
5153	41	117	n/a	n/a	n/a	n/a
5154	49	128	n/a	n/a	n/a	n/a
5157	38	107	n/a	n/a	n/a	n/a
5158	42	118	n/a	n/a	n/a	n/a
5159	40	115	n/a	n/a	n/a	n/a
5160	44	120	n/a	n/a	n/a	n/a
5161	53	132	n/a	n/a	n/a	n/a
5162	35	108	n/a	n/a	n/a	n/a
5163	56	134	n/a	n/a	n/a	n/a
5164	n/a	n/a	n/a	n/a	n/a	n/a
5165	n/a	n/a	n/a	n/a	n/a	n/a
5166	41	118	n/a	n/a	n/a	n/a
5167	54	131	n/a	n/a	n/a	n/a
5169	36	105	n/a	n/a	n/a	n/a
5171	54	133	n/a	n/a	n/a	n/a
5172	41	119	n/a	n/a	n/a	n/a
5173	46	114	n/a	n/a	n/a	n/a
5177	n/a	n/a	n/a	n/a	n/a	n/a
5179	49	126	n/a	n/a	n/a	n/a
5182	n/a	n/a	n/a	n/a	n/a	n/a
5183	52	130	n/a	n/a	n/a	n/a
5185	48	125	n/a	n/a	n/a	n/a
5186	32	105	n/a	n/a	n/a	n/a
5187	37	112	n/a	n/a	n/a	n/a
5188	40	115	n/a	n/a	n/a	n/a
5189	n/a	n/a	n/a	n/a	n/a	n/a
5190	45	122	n/a	n/a	n/a	n/a
5192	47	127	n/a	n/a	n/a	n/a
5193	n/a	n/a	n/a	n/a	n/a	n/a
5194	49	126	n/a	n/a	n/a	n/a
5198	56	136	n/a	n/a	n/a	n/a
5199	44	119	n/a	n/a	n/a	n/a
5200	35	103	n/a	n/a	n/a	n/a
5201	52	116	n/a	n/a	n/a	n/a
5204	29	98	n/a	n/a	n/a	n/a
5205	n/a	n/a	n/a	n/a	n/a	n/a
5207	42	119	n/a	n/a	n/a	n/a
5211	30	102	n/a	n/a	n/a	n/a
5213	50	115	n/a	n/a	n/a	n/a
5215	52	131	n/a	n/a	n/a	n/a
5216	35	104	n/a	n/a	n/a	n/a
5217	38	107	n/a	n/a	n/a	n/a
5218	n/a	n/a	n/a	n/a	n/a	n/a
5220	37	112	n/a	n/a	n/a	n/a
5222	41	110	n/a	n/a	n/a	n/a
5223	36	107	n/a	n/a	n/a	n/a
5224	49	119	n/a	n/a	n/a	n/a
5226	37	106	n/a	n/a	n/a	n/a
5227	35	103	n/a	n/a	n/a	n/a
5229	34	101	n/a	n/a	n/a	n/a
5231	35	109	n/a	n/a	n/a	n/a
5233	40	109	n/a	n/a	n/a	n/a
5237	34	100	n/a	n/a	n/a	n/a
5242	42	112	n/a	n/a	n/a	n/a
5244	39	105	n/a	n/a	n/a	n/a
5246	53	132	n/a	n/a	n/a	n/a
5247	n/a	n/a	n/a	n/a	n/a	n/a
5250	31	95	n/a	n/a	n/a	n/a
5252	44	120	n/a	n/a	n/a	n/a
5255	38	104	n/a	n/a	n/a	n/a
5256	53	120	n/a	n/a	n/a	n/a
5258	33	105	n/a	n/a	n/a	n/a
5259	54	126	n/a	n/a	n/a	n/a
5260	47	118	n/a	n/a	n/a	n/a
5262	43	116	n/a	n/a	n/a	n/a
5267	53	120	n/a	n/a	n/a	n/a
5270	42	116	n/a	n/a	n/a	n/a
5272	25	93	n/a	n/a	n/a	n/a
5274	55	130	n/a	n/a	n/a	n/a
5280	59	131	n/a	n/a	n/a	n/a
5282	45	113	n/a	n/a	n/a	n/a
5286	52	121	n/a	n/a	n/a	n/a
5287	n/a	n/a	n/a	n/a	n/a	n/a
5289	n/a	n/a	n/a	n/a	n/a	n/a
5290	57	137	n/a	n/a	n/a	n/a
5295	42	121	n/a	n/a	n/a	n/a
5300	45	114	n/a	n/a	n/a	n/a
5301	37	110	n/a	n/a	n/a	n/a
5302	45	112	n/a	n/a	n/a	n/a
5304	45	115	n/a	n/a	n/a	n/a
5307	54	126	n/a	n/a	n/a	n/a
5308	45	122	n/a	n/a	n/a	n/a
5310	41	103	n/a	n/a	n/a	n/a
5311	41	110	n/a	n/a	n/a	n/a
5312	40	104	n/a	n/a	n/a	n/a
5314	29	96	n/a	n/a	n/a	n/a
5316	33	106	n/a	n/a	n/a	n/a
5317	54	133	n/a	n/a	n/a	n/a
5325	n/a	n/a	n/a	n/a	n/a	n/a
5328	n/a	n/a	n/a	n/a	n/a	n/a
5330	54	119	n/a	n/a	n/a	n/a
5332	44	108	n/a	n/a	n/a	n/a
5334	54	123	n/a	n/a	n/a	n/a
5336	42	102	n/a	n/a	n/a	n/a
5338	52	118	n/a	n/a	n/a	n/a
5341	25	82	n/a	n/a	n/a	n/a
5342	58	128	n/a	n/a	n/a	n/a
5344	48	117	n/a	n/a	n/a	n/a
5347	51	114	n/a	n/a	n/a	n/a
5348	n/a	n/a	n/a	n/a	n/a	n/a
5352	38	110	n/a	n/a	n/a	n/a
5354	28	99	n/a	n/a	n/a	n/a
5355	25	87	n/a	n/a	n/a	n/a
5357	34	92	n/a	n/a	n/a	n/a
5358	26	94	n/a	n/a	n/a	n/a
5362	28	101	n/a	n/a	n/a	n/a
5363	35	98	n/a	n/a	n/a	n/a
5365	54	126	n/a	n/a	n/a	n/a
5367	39	100	n/a	n/a	n/a	n/a
5369	35	109	n/a	n/a	n/a	n/a
5370	36	108	n/a	n/a	n/a	n/a
5371	26	96	n/a	n/a	n/a	n/a
5372	44	118	n/a	n/a	n/a	n/a
5374	35	93	n/a	n/a	n/a	n/a
5376	42	100	n/a	n/a	n/a	n/a
5378	39	112	n/a	n/a	n/a	n/a
5379	37	110	n/a	n/a	n/a	n/a
5380	40	115	n/a	n/a	n/a	n/a
5382	39	112	n/a	n/a	n/a	n/a
5385	48	127	n/a	n/a	n/a	n/a
5386	44	122	n/a	n/a	n/a	n/a
5388	36	110	n/a	n/a	n/a	n/a
5389	32	102	n/a	n/a	n/a	n/a
5391	32	105	n/a	n/a	n/a	n/a
5393	34	107	n/a	n/a	n/a	n/a
5395	39	111	n/a	n/a	n/a	n/a
5398	27	96	n/a	n/a	n/a	n/a
5400	44	122	n/a	n/a	n/a	n/a
5403	39	112	n/a	n/a	n/a	n/a
5404	42	118	n/a	n/a	n/a	n/a
5405	37	111	n/a	n/a	n/a	n/a
5406	45	124	n/a	n/a	n/a	n/a
5407	47	123	n/a	n/a	n/a	n/a
5408	38	115	n/a	n/a	n/a	n/a
5409	30	95	n/a	n/a	n/a	n/a
5413	40	115	n/a	n/a	n/a	n/a
5414	18	83	n/a	n/a	n/a	n/a
5417	27	97	n/a	n/a	n/a	n/a
5420	44	108	n/a	n/a	n/a	n/a
5425	50	115	n/a	n/a	n/a	n/a
5428	15	67	n/a	n/a	n/a	n/a
5430	44	108	n/a	n/a	n/a	n/a
5435	36	94	n/a	n/a	n/a	n/a
5438	39	115	n/a	n/a	n/a	n/a
5439	42	118	n/a	n/a	n/a	n/a
5443	46	123	n/a	n/a	n/a	n/a
5445	45	118	n/a	n/a	n/a	n/a
5446	27	96	n/a	n/a	n/a	n/a
5447	41	102	n/a	n/a	n/a	n/a
5448	31	98	n/a	n/a	n/a	n/a
5452	50	120	n/a	n/a	n/a	n/a
5457	39	102	n/a	n/a	n/a	n/a
5460	35	96	n/a	n/a	n/a	n/a
5462	44	122	n/a	n/a	n/a	n/a
5463	40	115	n/a	n/a	n/a	n/a
5464	53	116	n/a	n/a	n/a	n/a
5468	45	119	n/a	n/a	n/a	n/a
5471	37	103	n/a	n/a	n/a	n/a
5472	45	111	n/a	n/a	n/a	n/a
5474	38	104	n/a	n/a	n/a	n/a
5475	50	129	n/a	n/a	n/a	n/a
5476	37	96	n/a	n/a	n/a	n/a
5477	41	101	n/a	n/a	n/a	n/a
5478	45	115	n/a	n/a	n/a	n/a
5479	50	122	n/a	n/a	n/a	n/a
5480	47	111	n/a	n/a	n/a	n/a
5482	41	106	n/a	n/a	n/a	n/a
5486	42	104	n/a	n/a	n/a	n/a
5489	22	73	n/a	n/a	n/a	n/a
5492	43	119	n/a	n/a	n/a	n/a
5493	45	107	n/a	n/a	n/a	n/a
5495	41	114	n/a	n/a	n/a	n/a
5496	36	101	n/a	n/a	n/a	n/a
5497	29	98	n/a	n/a	n/a	n/a
5499	39	105	n/a	n/a	n/a	n/a
5501	29	91	n/a	n/a	n/a	n/a
5502	35	96	n/a	n/a	n/a	n/a
5503	45	109	n/a	n/a	n/a	n/a
5507	31	93	n/a	n/a	n/a	n/a
5508	33	96	n/a	n/a	n/a	n/a
5510	45	115	n/a	n/a	n/a	n/a
5513	33	93	n/a	n/a	n/a	n/a
5514	53	120	n/a	n/a	n/a	n/a
5516	34	107	n/a	n/a	n/a	n/a
5519	34	105	n/a	n/a	n/a	n/a
5520	16	64	n/a	n/a	n/a	n/a
5524	48	112	n/a	n/a	n/a	n/a
5526	32	90	n/a	n/a	n/a	n/a
5527	49	126	n/a	n/a	n/a	n/a
5528	32	103	n/a	n/a	n/a	n/a
5529	51	116	n/a	n/a	n/a	n/a
5531	46	109	n/a	n/a	n/a	n/a
5534	44	116	n/a	n/a	n/a	n/a
5536	44	116	n/a	n/a	n/a	n/a
5537	53	126	n/a	n/a	n/a	n/a
5541	37	95	n/a	n/a	n/a	n/a
5543	54	123	n/a	n/a	n/a	n/a
5544	38	108	n/a	n/a	n/a	n/a
5547	57	126	n/a	n/a	n/a	n/a
5550	63	139	n/a	n/a	n/a	n/a
5551	60	131	n/a	n/a	n/a	n/a
5553	59	124	n/a	n/a	n/a	n/a
5555	41	110	n/a	n/a	n/a	n/a
5556	36	105	n/a	n/a	n/a	n/a
5558	66	144	n/a	n/a	n/a	n/a
5559	56	122	n/a	n/a	n/a	n/a
5560	51	117	n/a	n/a	n/a	n/a
5561	41	103	n/a	n/a	n/a	n/a
5562	60	127	n/a	n/a	n/a	n/a
5565	55	124	n/a	n/a	n/a	n/a
5567	36	108	n/a	n/a	n/a	n/a
5571	53	116	n/a	n/a	n/a	n/a
5573	49	116	n/a	n/a	n/a	n/a
5574	45	112	n/a	n/a	n/a	n/a
5579	38	102	n/a	n/a	n/a	n/a
5580	23	87	n/a	n/a	n/a	n/a
5581	47	107	n/a	n/a	n/a	n/a
5584	49	126	n/a	n/a	n/a	n/a
5587	33	105	n/a	n/a	n/a	n/a
5588	41	117	n/a	n/a	n/a	n/a
5589	61	132	n/a	n/a	n/a	n/a
